PatchID,X,Y,SubpatchNO,K,K StDev,N0,Natal Grounds,Migration Grounds,Genes Initialize,Class Vars,Mortality Out %,Mortality Out StDev,Mortality Back,Mortality Back StDev,Mortality Eggs,Mortality Eggs StDev,Migration,Set Migration,Straying,GrowthTemperatureOut,GrowthTemperatureOutStDev,GrowDaysOut,GrowDaysOutStDev,GrowthTemperatureBack,GrowthTemperatureBackStDev,GrowDaysBack,GrowDaysBackStDev,Capture Probability Out,Capture Probability Back,HabitatOut,HabitatBack,Fitness_AA,Fitness_Aa,Fitness_aa,Fitness_BB,Fitness_Bb,Fitness_bb,Fitness_AABB,Fitness_AaBB,Fitness_aaBB,Fitness_AABb,Fitness_AaBb,Fitness_aaBb,Fitness_AAbb,Fitness_Aabb,Fitness_aabb,comp_coef
172,-73.22500154,45.86753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,-73.12500154,45.86753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,-73.27500154,45.91753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,-73.22500154,45.91753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,-73.12500154,45.91753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,-73.22500154,45.96753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,-73.12500154,45.96753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,-73.17500154,46.01753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,-73.12500154,46.01753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,-73.17500154,46.06753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,-73.12500154,46.06753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,-73.07500154,46.06753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,-73.02500154,46.06753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,-72.97500154,46.06753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,-73.12500154,46.11753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,-73.07500154,46.11753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,-73.02500154,46.11753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,-72.97500154,46.11753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,-72.92500154,46.11753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,-72.87500154,46.11753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,-73.02500154,46.16753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,-72.97500154,46.16753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,-72.92500154,46.16753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,-72.87500154,46.16753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,-72.82500154,46.16753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,-72.77500154,46.16753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,-72.72500154,46.16753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,-72.92500154,46.21753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,-72.87500154,46.21753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,-72.82500154,46.21753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,-72.77500154,46.21753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,-72.72500154,46.21753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,-72.67500154,46.21753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,-72.82500154,46.26753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,-72.77500154,46.26753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,-72.72500154,46.26753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,-72.67500154,46.26753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,-72.62500154,46.26753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,-72.57500154,46.31753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,-72.52500154,46.31753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,-72.52500154,46.36753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,-72.47500154,46.36753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,-72.42500154,46.36753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,-72.42500154,46.41753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,-72.37500154,46.41753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,-72.32500154,46.41753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,-72.27500154,46.41753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,-72.27500154,46.46753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,-72.22500154,46.46753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,-72.22500154,46.51753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,-72.17500154,46.51753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,-72.17500154,46.56753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,-72.12500154,46.56753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,-72.07500154,46.56753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,-72.02500154,46.56753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,-71.97500154,46.61753269,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,-74.12262432,45.31470945,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,-74.07527427,45.31470945,3,600,0,0,1,1,Highdisp_hindex1.csv;Lowdisp_hindex0.csv,ClassVars_0310_Disp_lessmobile.csv;ClassVars_0310_Disp_mobile.csv,N,0,0,0,0,0,0,Y,1,8,0.2,150,20,N,0,150,20,N,N,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
